Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"La temática que se desarrolla en la asignatura es muy oportuna para mi formación y para las competencias relacionadas con el desarrollo del máster, sin embargo la forma en que la asignatura ha sido impartida me ha generado la sensación de quedar con los conocimientos a medias. La docente encargada de la asignatura no se presentó al inicio del máster para presentar la asignatura, los métodos de evaluación y otros aspectos que durante todo el curso generaron en algunos momentos confusión y estrés. Los docentes encargados de cada temática simplemente comenzaron con sus seminarios y tampoco estaban enterados de la forma como la asignatura se impartiría cronológicamente ni como sería evaluada, me daba la sensación que no había comunicación entre ellos y la docente principal de la asignatura. Así mismo, las temáticas trabajadas serían evaluadas al final del primer trimestre del máster y esto acumulaba gran cantidad de temas, horas y profesores, por lo cual, es demasiada información para ser evaluada en una sola oportunidad, además de que aquellos seminarios que duraban 1 sesión serían evaluados de la misma manera que aquellos que duraron 3 o 4 sesiones. Por otra parte, varios profesores en sus seminarios hablaban del mismo modelo animal y nos preguntaban si ya habíamos visto esto o aquello para ellos pasarlo por alto, lo que me dejaba la sensación de desorganización ya que los docentes podrían comunicarse entre ellos y plantearse que si alguno hablaría de cierta temática, que el siguiente docente ampliara mas cierta información o nos ofreciera la posibilidad de abarcar una nueva temática referente al mismo modelo que ambos trataban, igualmente que estos seminarios sucedieran seguidos cronológicamente y no como ocurrió que se hablaba de modelos animales diferentes en cada seminario sin importar el orden cronológico. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,profesor de cada estudiante....su metodología creativa ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,su metodología te obliga entender la Ciencia...muy intelectual y creatividad.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"me pareció desordenada en la explicacion de las clases y las diapositivas de  las clases  son excesivas y redundantes, las diapositivas deberian ser en castellano ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,Fue mucho temario demasiado concentrado cada día y costaba seguir las clases llegado un punto,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Las clases de 5 horas son muy pesadas, se deben hacer más de 2 recesos al menos 3 sería lo adecuado, ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Presentaciones demasiado extensas por lo cual debió ir demasiado rápido para poder abarcar el temario,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,las calificaciones no fueron las esperadas,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"La asignatura no debería verse de manera tan intensiva osea 4 horas seguidas, lo vuelve cansado y tenso verlo de esta manera. Será mejor que se la intercale con otra asignatura para hacerla más dinámica. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Andrea debería mejorar más la forma en la que imparte la clases, hacerla más dinámica y profundizar en los temas verdaderamente relevantes de la materia, distribuir mejor el tiempo para no dejar temas a tratar en el aire. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Es una lástima que por culpa de otras asignaturas mal llevadas (gervas), no se dedique más tiempo a esta. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Gracias Carlos.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,muy amable y profesor de todo estudiante,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,creativa my amable ...profesional en su campo...su metodología le gusta cada estudiante,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,Poco aplicable a mi acción docente ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Positivos: se fomenta el diálogo.

A mejorar: Creo que se plantea desde un punto de vista más enfocado a educación primaria.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Creo que la manera de evaluar (exámenes) no es la correcta.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,Pienso que está asignatura debería tener alguna sesión presencial de reducción de dudas.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Excelente profesora y muy bien organizada con su asignatura ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Debería ser un poco mas organizada con su tiempo y asignatura ya que al momento de impartir clases se debe tener primero las ideas más claras de las cosas que se van a impartir para poder dar la clase a los alumnos y saber llegar a ellos, lo veo más como aspecto de mejora ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Muy atinado en los temas de clases y por sobre todo maneja y domina perfectamente los temas ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Ha habido una mala coordinación entre los diferentes profesores para la organización del examen, olvidándose incluso de incluir en el examen preguntas de unas de las partes. Además de que la revisión estaba especificada para un día y aún no estaban subidas las calificaciones para esa fecha.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"A pesar de que en la asignatura se presentan profesores diferentes a Judith, la docente titular siempre esta presente presentandolos, poniendonos en contexto y se comunica constantemente son nosotros los estudiantes para informarnos sobre cambios cancelaciones de las clases. Esto le da orden a la asignatura. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Profesora creativa y intelectual de todo significa la palabra.,es,en,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"La asignatura ha sido impartida por un profesor suplente, al titular de la asignatura, bajo mi punto de vista es una persona muy capacitada para hacer de la asignatura una materia apasionante, sin embargo, la supeditación a las directrices impuestas por la titular pese a estar de baja me parecen inadecuadas. Puesto que no entiendo porque cualquier cuestión relacionada con la asignatura debía ser consultada antes con la titular, si existe un profesor que esta desempeñando dicho trabajo.
Ademas no me parece de recibo que se le envíen los trabajos de evaluación de la asignatura a la titular, pese a estar de baja, y no estar en activo en su puesto de trabajo, ni desde el inicio de la asignatura y tampoco al final (es decir,  en ningún momento los alumnos han conocido a dicha persona), por lo que no entiendo porque debe tener el control de las actividades que en la asignatura se realizan.
Bajo mi punto de vista el profesor suplente jugaba un papel de ""titere"" a los mandos de la titular de la asignatura (de baja).",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Un buen profesional,en,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,Faltes d'ortografia,"Desde mi opinión personal, la asignatitura de Valorización de residuos me ha parecido que está bien, que se ha aprendido mucho sobre el emplo de compostaje orgánico al suelo, algo que en mi caso no habia dado con tanta profundidad. 
La excursión a la planta de composaje está kuy bien porque ayuda a fijar los conceptos vistos/ estudiados en la asignatura. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,La asignatura aborda temas de bastante interés que son de competencia profesional de quienes estamos cursando el máster. Debería mejorarse dentro de la asignatura la explicación más detallada de los procesos de elaboración de un compost.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,Esta profesora no nos ha dado clase. ,pt,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,Esta profesora tampoco nos ha dado clases ,pt,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Debería usar un mejor método de enseñanza ya que no logra desde mi punto de vista llegar al estudiante como tal y captar la atención en totalidad. ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,no la conozco ,it,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,No nos dio clases.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,No nos dio clases.,pt,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,Con la gira se logró abarcar mejor los temas vistos en clase / falta puntualizar más los conceptos y hacerlo más práctico,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,No se recibió clases con ella,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,No ha impartit classe a aquest grup,No se recibió clases con ella,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Es un poco disperso al explicar los temas,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Un profesor de otra comunidad autónoma siempre aporta conocimientos extras y otros puntos de vista. El ha ordenado muy bien sus clases aunque los ejercicios que planteo su parte del trabajo de suelos eran más de copiar y pegar variando tus datos. La distancia con el profesor es un problema para concertar tutorías.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"La asignatura ha aumentado mis conocimientos y considero que ha estado muy bien enfocada y coordinada, la salida de campo sugiero se haga más al final de la asignatura para poder tener más conocimiento y aprovechamiento de la misma.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,Comentari de professor,las diapositivas deben ser en castellano por favor ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,La asignatura me ha gustado. Sobre todo la salida de campo de transcatalonia. Ha sido un curso ordenado en cuanto a la organización de los contenidos. Un solo aspecto a considerar es el tiempo de la salida de campo. Algunas paradas fueron demasiado breves porque anochecía.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"En el caso de la asignatura de Estudio de suelos, sin lugar a dudas la excursión que se llevó a cabo de Transcatalonia, me aporto muchísimos conocimientos, aunque si bien es cierto que debido a que no habíamos dado aún muchos temas, quizas no se aprovecho tanto como si la hubieramos realizado a día de hoy, donde considero que tenemos muchos más conceptos en relación al suelo. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Las clases con ella son muy dinámicas, y se aprende mucho. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Excelente asignatura, abarca muchísimos temas de interés. Creo que la salida de campo debería ser realizada un tiempo después de haber empezado el curso de estudio de suelos ya que muchas personas no tienen la experiencia necesaria para estudiar una calicata o discernir en criterios en cuanto a este objeto de estudio. Sería por lo tanto más adecuado realizar la salida una vez vista la descripción de perfiles ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Excelente profesora, siempre predispuesta a ayudar y a despejar dudas. Muy organizada.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,la salida de esta materia a campo se debería realizar una ves se tengan las bases y no al inicio de la materia para entender aun mas de todo lo que trata la materia,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,muy ordenado en su trabajo y muy didactico gracias ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"estoy contento con la asignatura, sobretodo con las prácticas de laboratorio y de Visual Mineteq ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,los temas se abarcan separados no se integran los conceptos de aguas con los de suelos,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Se tendria que pedir si podria ser posible aumentar las horas para profundizar en la parte estadística, ya que fue poco.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,No vimos a en clase a este docente ,es,gl,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Buen profesor ,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,Ha planificado muy bien la asignatura y es muy didáctica y dinámica. Es un buen profesor.,es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,P,,"Muy buen profesor, con clases teóricas y prácticas muy interesantes y de provecho. ",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"Mientras que los seminarios son interesantes, no existe un metodo para evaluar si la información presentada en ellos ha sido obtenida por el alumnado.

Esta claro que es una clase de master, y que la responsabilidad finalmente es la del alumno, pero el metodo de evaluación no refleja lo aprendido en la asignatura, quizás una actividad evaluada al final de cada seminario, sea un breve cuestionario, por ejemplo, podría reflejar mejor si se ha incorporado lo expuesto en los seminarios.",es,es,es
2018-19,assignatura_professor_comentaris_LS_18-19_P_1S.xls,A,,"La asignatura es muy interesante y se tocan aspectos científicos bastante innovadores, sin embargo, la cantidad de docentes que se presentan durante el curso es tanta y los temas que se tratan son tantos que realmente no se profundiza en ninguno y queda la sensación de solo tener pinceladas sobre temas que pudiesen ser de gran importancia para nuestra formación y que pudiesen tratarse en más de un seminario. Así mismo, entendiendo que el trabajo que cada docente realiza es importante y que los resultados que obtienen son de gran importancia también, el socializar sus resultados de manera más profunda que los métodos utilizados o de los conceptos esenciales trabajados, me deja con muchos vacíos conceptuales referentes a la temática general de la asignatura que considero podrían abarcarse con más profundidad porque serán las técnicas y los conceptos esenciales de las mismas a las situaciones a las que nos enfrentaremos durante las practicas y no al estudio de resultados específicos de los trabajos de cada docente ",es,es,es
